1/kd,alpha1_2,alpha1_3,alpha2_3,
1.0,1.25639586312809,2.28160979282314,1.81599594505393
1.1111111111111112,1.39599540347565,2.53512199202571,1.81599594505393
1.25,1.57049482891011,2.85201224102893,1.81599594505394
1.4285714285714286,1.79485123304012,3.25944256117592,1.81599594505394
1.6666666666666667,2.09399310521348,3.80268298803858,1.81599594505394
2.0,2.51279172625617,4.56321958564633,1.81599594505395
2.5,3.14098965782022,5.70402448205798,1.81599594505397
3.3333333333333335,4.18798621042696,7.60536597607737,1.81599594505399
5.0,6.28197931564043,11.4080489641159,1.81599594505396
10.0,12.5639586312809,22.8160979282314,1.81599594505393
